,0
193,"«Мифы и предания хантов и манси в комик­сах» нэ̄пак о̄вылтыт Нина Пляцек ла̄выс, ань касылн ке̄тым ва̄т потыр-охсат пе̄рияве̄сыт ос нэ̄­пакн по̄слуве̄сыт."
194,Касылн 12 та̄л яныт а̄гирищит ос пыгрищит ос 30 та̄л мус яныт ма̄ньлат хо̄тпат ка­суӈ­кве во̄виньта̄лве̄сыт.
195,"Та̄н сосса ма̄хум мо̄й­тыт, пе̄с потрыт ос Победа 75 та̄лэ янытлан кастыл потыр-охсат ос хурит по̄слысыт."
196,Тувыл но̄х-патум хо̄тпат мӯйлупсал майве̄сыт.
197,"Акв рӯпата та̄нанылн сака мӯстыс, «Истории разведчика Садомина» тох намтым о̄лы."
198,Таве Екатерина Гильц по̄слы­стэ ос потыр-охсат тув хан­сыс.
199,"Ты нэ̄пакыт ло­виньтан са̄в колытт ты комиксыт ӯравет, молях тув вос тотавет."
200,"Ос «Бумажная сова» центр хотты йильпи тэ̄лат ва̄руӈкве номылматэ̄гыт ке, на̄н та̄н ло̄псаныл сун­сым э̄лаль та̄ра-пат­туӈкве ве̄рмияны̄н."
201,Тамара МЕРОВА
202,Ты та̄л о̄вылтахтам порат ма̄хум та̄нки халанылт мӯйлупсал мӯйлуптахтэ̄гыт.
203,Мо̄лты та̄л оигпан э̄лы-па̄лт сосса хо̄тпат о̄с акв мӯйлупсал щё̄питаве̄сыт.
204,Та̄н ма̄гсыланыл ханты ос ма̄ньщи э̄ргыт USB-флэшкан ос ма̄нь нэ̄пакн хансым та̄ратаве̄сыт.
205,Тамле нак «Ханты ясаӈ» газетат рӯпитан нэ̄ Ульяна Данило проект щирыл ва̄рыс.
206,Тав «Союз мастеров нематериального и мате­риального культурного наследия Югры» мирн нё̄тнэ некоммерческий организацияныл хансум проектэ касуӈкве ке̄тыстэ.
207,Рущ щирыл тав «Обско-угорские песни в совре­менном исполнении» намтыстэ.
208,Касылыт но̄х-патыс ос культура депар­та­мент па̄лыл грант-ол­ныл майвес.
209,"Ань ты нэ̄пакет о̄влэ̄т са̄т э̄ргыт э̄ргум сосса хо̄т­пат урыл потыр ловинь­тэгы̄н, тувыл э̄ргыт рущ ла̄тӈыл толмащлым хас­ве̄сыт."
210,"Ос э̄ргыт ханты ос ма̄ньщи ла̄тӈыл хӯнтам­лаӈкве ро̄ви, тот USB-флэшка пиным о̄лы."
211,"Э̄ргыт студия-колнакт Игорь Сиренко, звуко­режиссёр-хумн, э̄рыгсов та̄ныл са̄ӈквалтым ём­щакв хасве̄сыт."
212,Ты коны­пал хо̄тпат э̄ргынэ̄ныл порат по̄слуве̄сыт ос ищ­хӣпыӈ утн сунсуӈкве ке̄т­ве̄сыт.
213,"Ульяна Данило ла̄выс, ищхӣпыӈ ут хосыт
youtube
ань тав э̄ргум э̄рге 20 со̄тыра э̄лумхо̄ласн сун­сым хӯнтлувес."
214,"Сергей Русскин ялпыӈ тӯр урыл э̄ргум ханты э̄рге
youtube
15 со̄тыра э̄лумхо̄ласн сусвес."
215,"Раиса Гаврильчик
youtube
Ялпӯс ма̄хум урыл такви хансум ма̄ньщи э̄рге 8 со̄тыра э̄лум­хо̄ласн хӯнтлуӈкве а̄лыма­вес."
216,"Ма̄ньщи ла̄тӈыл Евгений Анямов
youtube
рэп-э̄рге тув о̄с хасвес."
217,"Тувыл Гындышева акв а̄ги хумус ха̄йталавес, ты урыл Виктория Костылева пе̄с э̄рыг э̄ргыс youtube."
218,"Ты нэ̄ мо̄т э̄рыг
youtube
Янесса Кузнецова са̄т та̄л яныт апге ёт э̄ргыстэ̄н."
219,"Ты э̄рыг
youtube
хуньт яныг щаще̄кванылн та хультуптаве̄сыт."
220,"«Варах Най»
youtube
, тыи Ӯрин­э̄ква урыл э̄рыг «Хо̄тал» нампа А̄с-угорский теат­рыт рӯпитан нэ̄ Юлия Яркина э̄ргыстэ."
221,Ань тыг мус ищхӣпыӈ ут хосыт та̄н пуссын 55 со̄тыра щёс сунсыглым о̄лэ̄гыт.
222,"Тох о̄с ёмас, нэ̄пак ос USB-флэшка туп 300 са̄витыг ва̄рвесы̄г."
223,«Ма̄щ­тыр ма̄хум Союз» ты рӯ­пата­ныл округув 90 та̄лэ то̄в­лум кастыл ва̄рсаныл.
224,Раиса Гаврильчик тамле рӯпата ва̄рме ма̄гыс хот-ща̄гтым о̄лы.
225,"Тав ла̄выс:
– Ам мо̄лты Алла Иштимирова-Посохова «Ялпӯс ма̄хум» нампа э̄ргын-йӣквнэ колта̄глэ ёт ва̄йхатмум порат амки номтыл ты ма̄хум урыл э̄рыг ва̄рсум."
226,"Тувыл Ульянан э̄ргыслум, тав а̄нум студия-колнакн во̄­выстэ, тот Сергей Енов ос Игорь Сиренко э̄рыгсов та̄ныл са̄ӈквылтастэ̄н."
227,Тох э̄ргум йильпи щирыл та тэ̄лыс.
228,Ань «Ялпӯс ма̄хум» э̄рыг ла̄тӈанэ хансыянӯв ос э̄рыгсов ищхӣпыӈ утыт кисхатым хӯнтлэлы̄н.
229,То̄ва э̄рыг-охсанэ кит щёс э̄ргавет.
230,"Ялпӯс ма̄хум э̄рыг суйты,
Ялпӯс ма̄хум са̄ӈквылты,
Войкан витуп А̄скев ва̄тат
Ма̄нь мир тыт-та о̄лыглы."
231,"Ӯйрищит нумын луйгантэ̄гыт,
Са̄ӈквылтапыт са̄ӈквылтэ̄гыт,
Койпув та̄кыщ ра̄тантэ̄гыт,
Пе̄с йис потрыт са̄йкалэ̄гыт."
232,"Ялпӯс ма̄хум э̄рге суйты,
Ялпӯс ма̄хум са̄ӈквылты,
Ма̄ньщи ма̄хум ялпыӈ хо̄талн
То̄рум А̄щумн пуӈк-пины."
233,"Ня̄врам а̄ще ла̄тӈе хӯлы,
Ща̄не таве̄н суприщ ю̄нты,
Са̄лы о̄ньщим, во̄раян,
Сымыӈ ма̄хум хораман."
234,Тамара МЕРОВА
235,"Округувт о̄лнэ мир ань кол, ре̄г, на̄йпос ма̄гыс ойтхатнэ, кол по̄хыт порсыт э̄л тотнэ ос мо̄т тэ̄лат щирыл са̄в та̄рвит ва̄рмаль атхатас."
236,Та̄л о̄вылтахтам порат округ кӯщай нэ̄ Наталья Комарова ищхӣпыӈ ут хосыт ма̄хум ёт потырта­сыт.
237,Тот ты тэ̄ла хосыт рӯпитан кӯщаит ос потыр хӯнтлысыт.
238,Та̄н ка̄сыӈ ки­тыглахтам э̄лум­хо̄ла­сытн ла̄тыӈ ювле ла̄всыт.
239,Округув янытыл колыт ляпат атхатнэ порсыт э̄л тотым «Югра-Экология» предприятие рӯпиты.
240,"Наталья Комарова ла̄вме щирыл, та̄л о̄вылтахтам по­рат, ӯсытыт ос па̄влы­тыт о̄лнэ ма̄хум полщ тотнэ ла̄тыӈ ке̄туӈкве пат­сыт."
241,"То̄ва ма̄т порсыт атнэ то̄тапыт порсаныл хот ат вивет, та̄гиньтэ̄гыт ос ко­лыт по̄хыт тох та ӯнлэ̄гыт."
242,"Ма̄­хум порс э̄л тотнэ ма̄­гыс ань са̄в олн ойтэ̄гыт, ос рӯпата ёмщакв ат ва̄раве."
243,«Югра-Экология» кӯщай Виталий Якимчик ла̄выс: «Та̄л о̄вылтахтам па̄сныл округувт сака ащир­маӈ хо̄талыт о̄лсыт.
244,Тыи­ма̄гыс колыт по̄хыт атха­там пор­сыт ма̄шинат э̄л тотуӈ­кве ат ве̄рмысыт.
245,Ма̄шинат арге̄н тув по̄льве̄сыт.
246,Ань Сургут ӯст йильпи то̄тапыт щё̄пита­вет ос колыт по̄хыт ӯнт­та­вет.
247,"Ащирмаӈ порат пор­сыт ла̄кква ма̄т кон ул вос хуигласыт, тув пинуӈ­кве э̄ри»."
248,Наталья Комарова та кӯщай нупыл тох ла̄выс: «Лӯима̄т тэ̄лы акваг ащирмаг о̄лы.
249,Ты ва̄рмаль ма̄гыс са̄ртын­нув щё̄питахтуӈкве э̄ри.
250,"На̄нки рӯпатан та̄ра ём­щакв ва̄релы̄н, ма̄хум тыи ма̄гыс олн ойтэ̄гыт»."
251,"Порс э̄л тотнэ хо̄тпат потраныл щирыл, ань ащирмаӈыг е̄мтнэ порат та̄н э̄тэ-хо̄талэ рӯпитаӈ­кве патэ̄гыт."
252,"Хоты ма̄т порс хот ат вуйвес ке, ма̄хум «Кол-центр» операторытн свонитаӈкве ве̄рме̄гыт."
253,"Тот хӯлтнэ ла̄тыӈ вос ла̄­ве̄­гыт, порс та̄ра хот-виве тах."
254,Порсыт ма̄гыс олн ойтнэ урыл тот китыглахтуӈ­кве о̄с ро̄ви.
255,Тувыл ты торыг ищхӣ­пыӈ ут хосыт акв нэ̄ Ханты-Мансийск ӯсныл кина сус­сылтас.
256,Та кинатэ потыр о̄лум хо̄тал э̄лы-па̄лт по̄с­лыстэ.
257,"Тав ла̄выс, яныг кол по̄хыт то̄тапыт порсыл та̄глыӈыг хосат та̄гыл ӯн­лэ̄гыт."
258,Нэ̄мхотьютын э̄л ат тотавет.
259,Ма̄хум порс хӯрганыл то̄тап по̄хын па̄хвтуӈкве патсаныл.
260,Насати ты то̄та­пыт ляпат «Югра-Эко­ло­гия» рӯпитан колнаке о̄лнэ̄тэ.
261,"Нэ̄ ла̄вме щирыл, та̄н та̄нки ляпанылт атха­там пор­сыт аман ат ка̄са­лы­яныл."
262,Ты потыр юи-па̄лт ущта порсыт э̄л тотве̄сыт.
263,"Ань ка̄сыӈ кол по̄хыт капрон хусапыт, сульят ос нэ̄пакыт пиннэ ма̄гыс я̄нас то̄тапыт ӯнттым о̄лэ̄гыт."
264,Ма̄ янытыл ма̄хум пор­сыт хосат та̄гыл тох ла̄кква-ур­тым акван-аты­яныл.
265,Ётыл матыр э̄рнэ пор­ма­сыг ва̄равет.
266,Ма̄н округувт акван-атнэ порсыт э̄лаль Екате­рин­бург ӯс заводын тота­вет.
267,"Тот ё̄мыгтан лё̄ӈхытн пиннэ, уласыт ос мо̄т пормасыт ва̄равет."
268,"Ты хосыт порсыт во̄рт намыл щё̄питан ма̄т наска̄ссыг ат хуе̄гыт, ма̄ ат па̄ӈктыяныл."
269,Та хо̄тал ищхӣпыӈ ут хосыт са̄в та̄рвит ва̄рма­лит урыл потыр о̄лыс.
270,Наталья Комарова ты хо̄тпат мӯсхал щирыл рӯпитаӈкве ла̄всанэ.
271,Ань ты ва̄рмаль тав акваг уральтым о̄ньщуӈкве патытэ.
272,Николай МЕРОВ
273,Ка̄сыӈ та̄л Юван Шесталов намыл намаим премиял сосса ма̄хум касыл щирыл мивет.
274,"Та̄л котиль э̄тпос 19 хо̄талэ̄т общественный ос внешний связь департамент ля̄ххал хансыс, сосса ма̄хум та̄нки нэ̄паканыл премия-олн ма̄гсыл тув вос ке̄тэ̄гыт."
