|target|source
115|Ань тōва колас-самыт пōртыӈ мāн рагатасыт. Тāн нōх-нэ̄глысыт, яныгмасыт ос тах: ман вāт, тав ман хōтпан, тав ман яныгсāткем сёс сāвнувēг ēмтыт.|И иное упало на добрую землю и дало плод, который взошел и вырос, и принесло иное тридцать, иное шестьдесят, и иное сто.
116|Тувыл Ӣсус тāнанылн лāвыс:— Хотъют паль оньси, Анум вос хӯлытэ!|И сказал им: кто имеет уши слышать, да слышит!
117|Ётылнув, мире минам юи-пāлт китхуйплув ханисьтахтын хумиянэ ос мōт хōтпат Ӣсус ханисьтан потре урыл китыгласаныл.|Когда же остался без народа, окружающие Его, вместе с двенадцатью, спросили Его о притче.
118|Ӣсус тāнанылн лāвыс:— Тōрум ōлнэ хōн-мā ситам наке мир пуссын вāӈкве ат вēрмияныл. Туп нāн вāглын. Тōрум ōлнэ хōн-мā коны-пāлт ōлнэ мāхум ты ситам нак ат торгамтыяныл.|И сказал им: вам дано знать тайны Царствия Божия, а тем внешним все бывает в притчах;
119|“Тан саманыл сунсэ̄гыт ос ат касалэ̄гыт.|так что они своими глазами смотрят, и не видят; своими ушами слышат, и не разумеют, да не обратятся, и прощены будут им грехи.
120|Тувыл Ӣсус тāнаныл китыгласанэ:— Нāн ты ханисьтан потыр ман ōс ат торгамтаслын-а? Мōт ханисьтан потранум нāн хумус торгамтыяны̄н?|И говорит им: не понимаете этой притчи? Как же вам уразуметь все притчи?
121|Колас-сам ӯнттум хум Тōрум лāтыӈ хӯлты.|Сеятель слово сеет.
122|Лё̄ӈх пōхан ӯнттым колас-самыт — тай тамле мāхум, хотъютыт лāтыӈ хӯлэ̄гыт. Тувыл та лāтӈе сымēныл сатанан армалтаве.|[Посеянное] при дороге означает тех, в которых сеется слово, но [к которым], когда услышат, тотчас приходит сатана и похищает слово, посеянное в сердцах их.
123|Āхвтасыӈ мāн ӯнттым колас-самыт — тай тамле мāхум урыл, хотъютыт лāтыӈ хӯлэ̄гыт. Тувыл та лāтыӈ сымн та выгāныл.|Подобным образом и посеянное на каменистом [месте] означает тех, которые, когда услышат слово, тотчас с радостью принимают его,
124|Туп тāн тāр ат ōньсегыт, таимāгыс хоса ат вēритэ̄гыт. Лāтыӈ мāгыс тāрвит пора ēмтнэ торыг, тāн аквтаторыг та лāтӈаныл хот-воратэ̄гыт.|но не имеют в себе корня и непостоянны; потом, когда настанет скорбь или гонение за слово, тотчас соблазняются.
125|Мōт колас-самыт пēлялахтын йӣв сяхлыт халн рагатэ̄гыт. Тай тамле мāхум, хотъютыт лāтыӈ хӯлыяныл кос,|Посеянное в тернии означает слышащих слово,
126|ос тāн лāтӈаныл порт ат ōньсēгыт. Кāсыӈ хōтал сāв рӯпата ōсьнэ̄ныл мāгыс ос сёлыӈы̄г ōлуӈкве тахнэ̄ныл мāгыс лāтӈаныл хоса ат вēриты.|но в которых заботы века сего, обольщение богатством и другие пожелания, входя в них, заглушают слово, и оно бывает без плода.
127|Пōртыӈ мāн патнэ колас-самыт — тай тамле мāхум, хотъютыт лāтыӈ хӯлыяныл ос сымнанылн выганыл. Та мāхум ман вāт, ман хōтпан, ман ос яныгсāт савнувēг ēмтсыт.|А посеянное на доброй земле означает тех, которые слушают слово и принимают, и приносят плод, один в тридцать, другой в шестьдесят, иной во сто крат.
128|Тувыл Ӣсус тāнаныл китыгласанэ:— Ань исвеся хунь пēламтаве, тав ман койка ёлы-пāлн манос āны кӣвырн хунь тӯсьтаве? Исвеся, алам, тамле мāн тӯсьтаве, хотыл тав посты.|И сказал им: для того ли приносится свеча, чтобы поставить ее под сосуд или под кровать? не для того ли, чтобы поставить ее на подсвечнике?
