|target|source|comment
782|ёл-хӯтувъяӈкве|нагнуться|
783|ёл-хӯтылтаӈкве|нагнуть|
784|ёл-хӯтылтаӈкве|склонить|
785|ёл-ю̄ныгтаӈкве|сбить|
786|ёл-юнумтаӈкве|уснуть|
787|ёл-я̄рмуӈкве|застрять|
788|ёл-яктапаӈкве|срубить|
789|ёл-яктуӈкве|рубить|
790|ёл-ӯнтуӈкве|сесть|о солнце
791|ёл-ӯнтуӈкве|садиться|
792|ёлаль|вниз|
793|ёлн|внизу|
794|ёлы|нижний|
795|ёлыл|снизу|
796|ёлымта̄лыглаӈкве|одолевать|
797|ёлымта̄лыглаӈкве|побеждать|
798|ёлымтатта̄л|непобедимый|
799|ёлымтаӈкве|одолеть|
800|ёлымтаӈкве|победить|
801|ёлысов|штаны|
802|ёлысов|брюки|
803|ёлысуп|штаны|
804|ёлысуп|юбка|
805|ё̄малтахтуӈкве|пойти|
806|ё̄малтахтуӈкве|отправиться|пешком
807|ё̄мантаӈкве|идти|не спеша
808|ё̄масаӈкве|шагнуть|
809|ё̄млыгтаӈкве|прошагать|быстро
810|ё̄муӈкве|идти пешком|
811|ё̄муӈкве|шагом|
812|ё̄мыгтаӈкве|ходить|
813|ё̄мыгтаӈкве|похаживать|
814|ёмас|добро|
815|ёмас|добрый|
816|ёмас|хороший|
817|ёмасмахтуӈкве|помириться|
818|ёмасмаӈкве|улучшиться|
819|ёмасмаӈкве|сделаться хорошим|
820|ёмаспа̄л|правая|сторона
821|ёмаспа̄лн|вправо|
822|ёмаспа̄лн|направо|
823|ёмаспа̄лт|справа|
824|ёмасы̄г|хорошо|
825|ёмасы̄г ва̄руӈкве|улучшить|
826|ёмасы̄г е̄мтуӈкве|улучшиться|
827|ёмасы̄г е̄мтуӈкве|сделаться хорошим|
828|ёмасякв|хорошо|
829|ёмсякве̄г|хорошенько|
830|ёмсякве̄г|основательно|
831|ё̄нхыгпаӈкве|повернуться|
832|ёнгалтахтуӈкве|начать играть|
833|ёнгалтаӈкве|забавлять|
834|ёнгасаӈкве|забавляться|
835|ёнгасаӈкве|резвиться|
836|ёнгил|игра|
837|ёнгуӈкве|играть|
838|ёнгынут|игрушка|
839|ё̄паньси|войлок|
840|ё̄р ёхтта̄л|непосильный|
841|ё̄рамтахтуӈкве|укрепиться|
842|ё̄рамтахтуӈкве|усилиться|
843|ё̄рамтаӈкве|усилить|
844|ё̄рамтаӈкве|укрепить|
845|ё̄рмуӈкве|усилиться|
846|ё̄рн|ненец|
847|ё̄рн ма̄хум|ненцы|ненецкий народ
848|ё̄рнва̄й|пимы|
849|ё̄рнва̄й|кисы|ненецкие
850|ё̄рнкол|чум|
851|ё̄рыл|насильно|
852|ёралахтуӈкве|гордиться|
853|ёргуӈкве|строгать|
854|ёрувла̄лыглаӈкве|забывать|
855|ёрувлатта̄л|незабываемый|
856|ёрувлаӈкве|забыть|
857|ёрыӈ|гордый|
858|ёрыӈысь|гордо|
859|ёса лё̄х|лыжня|
860|ёсаг|лыжи-подволоки|
861|ёслуӈкве|мочить|
862|ёсуӈкве|мокнуть|
863|ёсым|мокрый|
864|ёсым|промокший|
865|ёт-а̄лмаяӈкве|захватить|
866|ёт-ва̄нттуӈкве|увести|с собой
867|ёт-виӈкве|взять|с собой
868|ёт-квалыгла̄луӈкве|провожать|
869|ёт-тотуӈкве|унести|с собой
870|ёт-тотыглаӈкве|брать с собой|
871|ёт-харттуӈкве|утащить|
872|ёт-харттуӈкве|унести с собой|
873|ётлопся|скребок для выделки камуса|
874|ётыл|после|
875|ётыл|потом|
876|ётыл|позже|
877|ё̄хсалыглаӈкве|поворачиваться|
878|ё̄хсалыглаӈкве|кружиться|
879|ё̄хсуӈкве|вертеться|
880|ёхтала̄луӈкве|являться|
881|ёхталаӈкве|приходить|
882|ёхталаӈкве|приезжать|
883|ёхтуӈкве|прийти|
884|ёхтуӈкве|приехать|
885|ёхтыгпаӈкве|прийти|быстро
886|ёхул|юкола|вяленая рыба
887|иӈ|ещё|
888|иӈ|даже|
889|иксям|нечистый|поганый
890|иксямтаӈкве|брезговать|
891|илттыг|вдруг|
892|илттыг|внезапно|
893|илттыг|неожиданно|
894|инар|седло|
895|инартаӈкве|оседлать|лошадь
896|ис|душа|
897|исвеся|свеча|
898|исгасьлаӈкве|перелетать|о птице
899|исмит|суп|
900|исмит|уха|
901|исмит|похлёбка|
902|исуӈкве|сесть|
903|исуӈкве|приземлиться|о птице
904|исхор|тень|
905|исыгла̄луӈкве|нагреваться|
906|исыглаӈкве|нагреться|
907|исылта̄луӈкве|греть|
908|исылта̄луӈкве|обогревать|
909|исылта̄нтуӈкве|подогревать|
910|исылтахтуӈкве|греться|
911|исылтахтуӈкве|обогреваться|
912|исылтаӈкве|согреть|
913|исылтаӈкве|обогреть|
914|ит|скорость|
915|ит|быстрота|
916|ит|резвость|
917|итуӈкве|перепрыгивать с ветки на ветку|о белке
918|итыӈ|скорый|
919|итыӈ|быстрый|
920|итыӈ|резвый|
921|итыӈысь|упорно|
922|итыӈысь|энергично|
923|иӈыт|ещё не|
924|иӈыт|а̄сюм иӈыт ёхты отец ещё не приехал|
925|ӯй|зверь|
926|ӯй ка̄т|передняя лапа зверя|
927|ӯй ла̄гыл|задняя лапа зверя|
928|ӯй-хул|зверь|
929|ӯй-хул|животное|
930|йӣв|дерево|
931|йӣво̄выл|палочка|
932|йӣвсуп|обрубок дерева|
933|йӣвсуп|чурбан|
934|йӣвта̄л|безлесный|
935|йӣвхастул|заноза|
936|йиӈкве|идти|
937|йиӈкве|ехать|
938|йиӈкве|лететь|по направлению к говорящему
939|йигирись|сестрёнка|
940|йиймыгтаӈкве|начать двигаться|сюда
941|йильпи|новый|
942|йильпи|свежий|
943|йинсахтуӈкве|заниматься кройкой|
944|йинсуӈкве|скроить|
945|йинуӈкве|кроить|
946|йипыг|филин|
947|йир|рел.|
948|йир|жертва|
949|йирхатуӈкве|приносить жертву|
950|йис|древний|о времени
951|йисинта̄луӈкве|идти|
952|йисинта̄луӈкве|ехать|многократно
953|йисинтаӈкве|идти|
954|йисинтаӈкве|ехать|иногда
955|йӣкв|танец|
956|йӣкв|пляска|
957|йӣквасьлаӈкве|приплясывать|
958|йӣквасьлаӈкве|пританцовывать|
959|йӣквуӈкве|плясать|
960|йӣквуӈкве|танцевать|
961|ӯйрись|птичка|
962|ӯйрись кол|клетка|для птиц
963|ӯйттуӈкве|погрузить в воду|
964|ӯйттуӈкве|утопить|
965|ка̄кв|кашель|
966|ка̄квасаӈкве|кашлянуть|
967|ка̄квуӈкве|кашлять|
968|ка̄лась|калач|
969|ка̄лась|баранка|
970|ка̄ль-нёхыс|соболь-самка|
971|ка̄ль-охсар|лисица-самка|
972|ка̄миньт|мягкий|
973|ка̄миньт|рыхлый|
974|ка̄мнямаӈкве|размякнуть|
975|ка̄мнямтаӈкве|размять|
976|ка̄мнямтаӈкве|разрыхлить|
977|ка̄ньсюӈкве|сохнуть|о деревянном предмете
978|ка̄рай|стерлядь|
979|ка̄ралаӈкве|ковырять|
980|ка̄рвыльтан хо̄тпа|сторож|
981|ка̄рвыльтаӈкве|сторожить|
982|ка̄рвыльтаӈкве|караулить|
983|ка̄ркам|трудолюбивый|
984|ка̄рта|ограда|
985|ка̄рта|двор|
986|ка̄ртуӈкве|неметь|
987|ка̄ртуӈкве|мертветь|
988|ка̄с ва̄руӈкве|веселиться|
989|ка̄сала̄лыглаӈкве|замечать|взором
990|ка̄салаӈкве|заметить|
991|ка̄салаӈкве|увидеть|
992|ка̄сася̄лыглаӈкве|соглашаться|
993|ка̄сасятта̄л|нехотя|
994|ка̄сасятта̄л|невольно|
995|ка̄сасяӈкве|согласиться|
996|ка̄смуста̄л|унылый|
997|ка̄смуста̄л|скучный|
998|ка̄снакол|тюрьма|
999|ка̄ста̄л|грустный|
1000|ка̄ста̄л|печальный|
1001|ка̄ста̄лва̄руӈкве|огорчить|
1002|ка̄ста̄ло̄луӈкве|грустить|
1003|ка̄ста̄ло̄луӈкве|печалиться|
1004|ка̄ста̄лпатапаӈкве|приуныть|
1005|ка̄ста̄лпатапаӈкве|взгрустнуть|
1006|ка̄ста̄лпатуӈкве|стать грустным|
1007|ка̄ста̄лпатуӈкве|унылым|
1008|ка̄стамта̄лыглаӈкве|надоедать|
1009|ка̄стамта̄лыглаӈкве|скучать|
1010|ка̄стамтаӈкве|надоесть|
1011|ка̄стамтаӈкве|соскучиться|
1012|ка̄стыл|призыв|
1013|ка̄сыӈ|каждый|
1014|ка̄сыӈ|всякий|
1015|ка̄сыӈ|любой|
1016|ка̄сыӈысь|весело|
1017|ка̄т|рука|
1018|ка̄тн-паттала̄луӈкве|приобретать|
1019|ка̄тн-паттуӈкве|достать|
1020|ка̄тн-паттуӈкве|добыть|табу
1021|ка̄тн-патуӈкве|попасться|
1022|ка̄тпа̄сыглап|шило|
1023|ка̄тпал|однорукий|
1024|ка̄тпатта|ладонь|
1025|ка̄тпос|подпись|
1026|ка̄тсор|запястье|
1027|ка̄тсув|посох|
1028|ка̄тта̄л|безрукий|
