|target|source|comment
758|ёл-хӯтылта̄лыглаӈкве|наклонять|
759|ёл-хӯтылтаӈкве|наклонить|
760|ёл-хуюӈкве|лечь|
761|ёл-хуюӈкве|ложиться|
762|ёл-хуюпта̄лыглаӈкве|укладывать спать|
763|ёл-хуюптаӈкве|уложить спать|
764|ёлы|нижний|
765|ёлыл-нортуӈкве|подстилать|
766|ёлы о̄лнэ|низкий|
767|ёлыл|снизу|
768|ёлыма̄лыглаӈкве|уступать|в чём-л.
769|ёлымтан ва̄рмаль|победа|
770|ёлымтаӈкве|одолеть|
771|ёлы-па̄лыл сюртумта̄нтуӈкве|подчёркивать|
772|ёлыт  ёлытнув о̄луӈкве|уступить|в чём-л.
773|ёлы-па̄лт|снизу|
774|ёлы-па̄лыл сюртуӈкве|подчеркнуть|
775|ёлысов|брюки|
776|ёлыт|нижний|
777|ёлытнув о̄луӈкве|уступить|в чем-либо
778|ёл-юнумтаӈкве|уснуть|
779|ёл-юнумтаӈкве|вздремнуть|быстро
780|ёл-яктапаӈкве|срубить|
781|ёл-яктапаӈкве|подрубить|
782|ёл-яктуӈкве|рубить|
783|ёмас|добрый|
784|ёмас|хороший|
785|ёмас|приятный|
786|ёмас сымыл|вежливо|
787|ёмаспал|правая|сторона
788|ёмаспал|рука|
789|ёмаспа̄лн|вправо|
790|ёмаспа̄лн|направо|
791|ёмаспа̄лт|справа|
792|ёмсякв|хорошо|
793|ёмасякв|основательно|
794|ёмсякве|внимательно|
795|ёнгалтахтуӈкве|заиграть|
796|ёнгалтахтуӈкве|начать играть|
797|ёмсякве ве̄ськатыг о̄лнэ|примерный|образцовый
798|ёнгасаӈкве|резвиться|
799|ёнгил|игра|
800|ёнгил|забава|
801|ёнгуӈкве|играть|
802|ёнгыгла̄луӈкве|играть|много раз
803|ёнгынут|игрушка|
804|ёныг|игра|
805|ёныг|забава|
806|ёралахтуӈкве|гордиться|
807|ёралахтуӈкве|важничать|
808|ёрувла̄лыглаӈкве|забывать|
809|ёрувлаӈкве|забыть|
810|ёрувлатта̄л ва̄рмаль|бессмертие|
811|ёрыл|насильно|
812|ёрыӈ|важный|
813|ёрыӈ|гордый|
814|ёрыӈысь|гордо|
815|ёса лё̄х|лыжня|
816|ёсуӈкве|мокнуть|
817|ёсыгла̄луӈкве|мокнуть|много раз
818|ёт||гл. прист. указывает на совместность действия
819|ёт-а̄лмаяӈкве|захватить|
820|ёт-ва̄нттуӈкве|увести|
821|ёт-ва̄нттыгла̄луӈкве|уводить|
822|ёт-во̄выгла̄луӈкве|увлекать|
823|ёт-ква̄ллаӈкве|проводить|
824|ёт-квалыгла̄лункве|провожать|
825|ёт-тотуӈкве|увезти|
826|ёт-тотуӈкве|увести|
827|ёт-тотуӈкве|унести|
828|ёт-тотыгла̄луӈкве|увозить|
829|ёт-тотыгла̄луӈкве|уводить|
830|ёт-тотыгла̄луӈкве|уносить|
831|ёт-тотыглан|походный|
832|ёт-тотыглаӈкве|брать с собой|
833|ёт-харттункве|утащить|
834|ёт-харттункве|унести|
835|ётыл|потом|
836|ётыл|позже|
837|ётыл|после|
838|ётыл о̄лнэ|поздний|
839|ёхтала̄луӈкве|являться|
840|ёхталаӈкве|приезжать|
841|ёхталаӈкве|приходить|
842|ёса|лыжа|
843|ёса|лыжный|
844|ёхтантаӈкве|приезжать|
845|ёхтантаӈкве|приходить|много раз
846|ёхсуӈкве|вертеться|
847|ёхтуӈкве|явиться|
848|ёхтыгпа̄нтуӈкве|прибегать|
849|ёхтыгпа̄нтуӈкве|приходить|
850|ёхтыгла̄луӈкве|приходить|
851|ёхтыгпа̄луӈкве|прибегать|много раз
852|ёхтыгпа̄лыглаӈкве|приходить|быстро
853|ёхтыгпаӈкве|прийти|быстро
854|ёхтыл|приезд|
855|ё̄мил|ходьба|
856|ё̄мим|пешком|
857|ё̄мим|шагом|
858|ё̄мтул|манера|
859|ё̄мтул|походка|
860|ё̄муӈкве|ходить|
861|ё̄муӈкве|шагать|
862|ё̄мыгтаӈкве|ходить|
863|ё̄мыгтаӈкве|похаживать|
864|ё̄ӈхамлаӈкве|закружиться|
865|ё̄ӈхамлаптуӈкве|закружить|
866|ё̄ӈхата̄луӈкве|вертеть|
867|ё̄ӈхуӈкве|кружиться|
868|ё̄ӈхуӈкве|вертеться|
869|ё̄ӈхуӈкве|вращаться|
870|ё̄паньси|войлок|
871|ё̄паньси ва̄й|валенок|
872|ё̄р|сильный|
873|ё̄р ёхтым ва̄рапаӈкве|справиться с чем-либо|
874|ё̄р пиныл|усилие|
875|ё̄ре-ва̄ге|вся|его сила
876|ё̄рн|ненецкий|
877|ёхыл|юкола|сушено-вяленое мясо рыбы
878|ё̄вт|лук|оружие
879|ёр|рубанок|
880|ё̄паньси ва̄иг|валенки|
881|ё̄рыл виӈкве|захватить|силой
882|ё̄рытла̄хтункве|прилагать все силы|
883|ё̄рыл ма̄гыртаӈкве|заставить|
884|ё̄саӈ хо̄тпа|лыжник|
885|завод|завод|
886|закон|закон|
887|заметка|заметка|
888|Конституция - государство сяр яныг зако̄нэ|Конституция - основной закон государства|
889|хӯл сёпитан завод|рыбообрабатывающий завод|рыбозавод
890|газе̄та заме̄ткатэ|газетная заметка|
891|илттыг|резко|
892|илттыг квалапаӈкве|соскочить|
893|инар|седло|
894|инартаӈкве|оседлать|лошадь
895|интернат|интернат|
896|ины̄гйив|шиповник|куст
897|иӈ|ещё|
898|иӈ|даже|
899|исалталуӈкве|согревать|
900|исалталуӈкве|разогревать|
901|исалтаӈкве|греть|
902|исалтаӈкве|нагревать|
903|исалтаӈкве|разогреть|
904|исалтахтыглаӈкве|разогреваться|
905|исмит|уха|
906|исмит|суп|
907|история|история|
908|исум|горячо|
909|исум|жарко|
910|исум|тепло|
911|исумысь|горячо|
912|ӣныг|шиповник|ягода
913|исылтаӈкве|согреть|
914|исылтаӈкве|нагревать|
915|исылтаӈкве|греть|
916|исылтаӈкве|разогреть|
917|картуӈкве|загустеть|о крови
918|исылтахтуӈкве|греться|
919|исьхипта̄л|простой|
920|исьхипта̄л|просто|
921|исьхипыӈ|причудливый|
922|исьхипыӈ а̄тим|простой|
923|ит|скорость|
924|ит|быстрота|
925|ит|резвость|
926|итыӈ|скорый|
927|итыӈ|быстрый|
928|итыӈысь|скоро|
929|итыӈысь|быстро|
930|йӣв|могила|
931|ӣны̄гйив|куст шиповника|
932|ӣснас йӣв|рама|
933|ӣснас ма̄нь а̄вике̄тэ|форточка|
934|ӣснаскер|оконное стекло|
935|ӣснасхап|подоконник|
936|ӣсуӈкве|сесть|
937|ӣсуӈкве|приземлиться|о птице
938|ӣсуӈкве|самолёте|
939|йийыгла̄луӈкве|приближаться|
940|йийыгла̄луӈкве|подходить|много раз
941|йӣквар|вывороченные корни дерева|
942|йӣквасьлаӈкве|приплясывать|
943|йӣквасьлаӈкве|пританцовывать|
944|йӣквыгла̄луӈкве|плясать|иногда
945|йистал|недолговечный|
946|акв на̄иӈха̄пт рӯпитан ма̄хум|люди работающие на одном пароходе|
947|армия пуӈк хум|командир армии|
948|асюм коммунистаг о̄лы|мой отец коммунист|
949|Брестский крепость|Брестская крепость|
950|кāквсалаӈкве|кашлять|
951|кāквсалаӈкве|покашливать|
952|кāниӈ|сытый|
953|кāниӈ|прочный|
954|кāнь|питательность|
955|кāнь|сытность|питательный
956|кāнь|сытный|
957|кāркамысь акваг матыр ва̄руӈкве|хлопотать|
958|кāлась|калачь|
959|кāлась|баранка|
960|кантлуӈкве|сердиться|
961|кантлуӈкве|злиться|
962|кантлалтаӈкве|сердиться|
963|кантлалтаӈкве|злиться|
964|кантмалтахтуӈкве|поссориться|
965|кантмыглāлуӈкве|сердиться|иногда
966|каӈкум границат о̄лы|мой брат живёт на границе|
967|капиталист|капиталист|
968|капиталистыт класс|класс капиталистов|
